name,aliases,category,subcategory,edible_pct,energy_kcal,protein_g,fat_g,carb_g,potassium_mg,phosphorus_mg,sodium_mg,calcium_mg,unit_name,unit_grams,unit_desc,note
梨（代表值）,,仁果类,,82.0,51.0,0.3,0.1,13.1,85.0,14.0,0.0,7.0,100g,100,每100克可食部,
梨（巴梨）,,仁果类,,79.0,51.0,0.4,0.2,12.9,145.0,5.0,0.0,6.0,100g,100,每100克可食部,
长把梨,,仁果类,,80.0,62.0,0.8,0.8,14.9,50.0,18.0,0.0,9.0,100g,100,每100克可食部,
冬果梨,,仁果类,,87.0,46.0,0.4,0.2,12.8,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
鹅黄梨,,仁果类,,68.0,41.0,0.3,0.1,10.7,69.0,13.0,0.0,1.0,100g,100,每100克可食部,
红肖梨,,仁果类,,87.0,36.0,0.2,0.0,10.5,78.0,7.0,0.0,11.0,100g,100,每100克可食部,
锦丰梨,,仁果类,,92.0,51.0,0.2,0.1,13.9,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
京白梨,,仁果类,,79.0,57.0,0.2,0.5,13.7,105.0,6.0,0.0,7.0,100g,100,每100克可食部,
库尔勒梨,,仁果类,,91.0,42.0,0.1,0.1,13.4,79.0,19.0,0.0,22.0,100g,100,每100克可食部,
莱阳梨,,仁果类,,80.0,54.0,0.3,0.2,14.1,82.0,8.0,0.0,10.0,100g,100,每100克可食部,
马蹄黄梨,,仁果类,,74.0,50.0,0.3,0.1,12.5,80.0,14.0,0.0,2.0,100g,100,每100克可食部,
明月梨,,仁果类,,81.0,54.0,0.3,0.2,13.3,110.0,14.0,0.0,2.0,100g,100,每100克可食部,
木梨,,仁果类,,80.0,32.0,0.4,0.1,8.2,121.0,13.0,0.0,4.0,100g,100,每100克可食部,
苹果梨,,仁果类,,94.0,53.0,0.2,0.1,13.9,180.0,19.0,0.0,4.0,100g,100,每100克可食部,
软梨,,仁果类,,68.0,32.0,0.4,0.2,11.7,105.0,19.0,0.0,25.0,100g,100,每100克可食部,
苏梅梨,,仁果类,,88.0,77.0,1.2,0.2,20.5,39.0,19.0,0.0,9.0,100g,100,每100克可食部,
苏木梨,,仁果类,,88.0,52.0,0.6,0.3,13.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
酥梨,,仁果类,,72.0,45.0,0.3,0.1,11.4,76.0,16.0,0.0,2.0,100g,100,每100克可食部,
酸梨,,仁果类,,85.0,33.0,0.1,0.1,9.8,102.0,13.0,0.0,12.0,100g,100,每100克可食部,
香梨,,仁果类,,89.0,51.0,0.3,0.1,13.6,90.0,31.0,0.0,6.0,100g,100,每100克可食部,
雪花梨,,仁果类,,86.0,42.0,0.2,0.1,10.6,85.0,6.0,0.0,5.0,100g,100,每100克可食部,
雪梨,,仁果类,,93.0,79.0,0.9,0.1,20.2,45.0,11.0,0.0,12.0,100g,100,每100克可食部,
鸭广梨,,仁果类,,76.0,60.0,0.6,0.2,16.5,110.0,12.0,0.0,18.0,100g,100,每100克可食部,
鸭梨,,仁果类,,82.0,45.0,0.2,0.2,11.1,77.0,14.0,0.0,4.0,100g,100,每100克可食部,
早酥梨,,仁果类,,92.0,50.0,0.2,0.2,13.6,137.0,12.0,0.0,12.0,100g,100,每100克可食部,
紫酥梨,,仁果类,,59.0,51.0,0.3,0.1,13.3,86.0,16.0,0.0,1.0,100g,100,每100克可食部,
鳄梨,牛油果,仁果类,,100.0,171.0,2.0,15.3,7.4,599.0,41.0,0.0,11.0,100g,100,每100克可食部,
冬果梨（罐头）,,仁果类,,100.0,56.0,0.3,0.0,15.9,13.0,5.0,0.0,16.0,100g,100,每100克可食部,
梨（糖水罐头）,,仁果类,,100.0,36.0,0.5,0.2,8.8,15.0,3.0,0.0,2.0,100g,100,每100克可食部,
红果,山里红;大山楂,仁果类,,76.0,102.0,0.5,0.6,25.1,299.0,24.0,0.0,52.0,100g,100,每100克可食部,
红果（干）,,仁果类,,100.0,251.0,4.3,2.2,78.4,440.0,440.0,0.0,144.0,100g,100,每100克可食部,
海棠果,楸子,仁果类,,86.0,76.0,0.3,0.2,19.2,263.0,16.0,0.0,15.0,100g,100,每100克可食部,
海棠（罐头）,,仁果类,,100.0,56.0,0.5,0.2,13.6,56.0,11.0,0.0,43.0,100g,100,每100克可食部,
沙果,,仁果类,,95.0,70.0,0.4,0.1,17.8,123.0,14.0,0.0,5.0,100g,100,每100克可食部,
吊蛋,,仁果类,,95.0,65.0,0.8,0.4,16.8,136.0,9.0,0.0,11.0,100g,100,每100克可食部,
面蛋,,仁果类,,60.0,91.0,1.6,0.5,21.7,237.0,56.0,0.0,206.0,100g,100,每100克可食部,
酸刺,,仁果类,,16.0,112.0,2.8,0.3,25.5,259.0,39.0,0.0,105.0,100g,100,每100克可食部,
蛇果,,仁果类,,84.0,59.0,0.1,0.2,14.9,14.0,21.0,3.1,5.0,100g,100,每100克可食部,
桃（代表值）,,核果类,,89.0,42.0,0.6,0.1,10.1,127.0,11.0,0.0,6.0,100g,100,每100克可食部,
白粉桃,,核果类,,93.0,26.0,1.3,0.1,5.5,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
高山白桃,,核果类,,69.0,42.0,0.7,0.2,10.1,169.0,11.0,0.0,7.0,100g,100,每100克可食部,
旱久保桃,,核果类,,89.0,48.0,0.9,0.1,11.3,144.0,18.0,0.0,12.0,100g,100,每100克可食部,
桃（黄桃）,,核果类,,93.0,56.0,0.5,0.1,14.0,0.0,7.0,0.0,0.0,100g,100,每100克可食部,
金红桃,,核果类,,88.0,28.0,0.7,0.1,6.6,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
桃（久保桃）,,核果类,,94.0,42.0,0.6,0.1,10.0,100.0,16.0,0.0,10.0,100g,100,每100克可食部,
蜜桃,,核果类,,88.0,46.0,0.6,0.1,11.0,77.0,8.0,0.0,4.0,100g,100,每100克可食部,
蒲桃,,核果类,,69.0,39.0,0.5,0.2,10.2,109.0,14.0,0.0,4.0,100g,100,每100克可食部,
庆丰桃,,核果类,,93.0,42.0,0.6,0.1,10.1,57.0,2.0,0.0,0.0,100g,100,每100克可食部,
晚桃（黄）,,核果类,,75.0,41.0,0.7,0.2,9.6,168.0,13.0,0.0,6.0,100g,100,每100克可食部,
五月鲜桃,,核果类,,93.0,41.0,0.4,0.1,10.0,0.0,2.0,0.0,7.0,100g,100,每100克可食部,
早桃（黄）,,核果类,,73.0,41.0,0.4,0.1,10.1,155.0,10.0,0.0,4.0,100g,100,每100克可食部,
桃（糖水罐头）,,核果类,,100.0,60.0,0.3,0.2,14.5,63.0,9.0,0.0,3.0,100g,100,每100克可食部,
李子,,核果类,,91.0,38.0,0.7,0.2,8.7,144.0,11.0,0.0,8.0,100g,100,每100克可食部,
李子杏,,核果类,,92.0,37.0,1.0,0.1,8.6,103.0,11.0,0.0,3.0,100g,100,每100克可食部,
梅,青梅,核果类,,93.0,34.0,0.9,0.9,6.2,0.0,36.0,0.0,11.0,100g,100,每100克可食部,
杏,,核果类,,91.0,38.0,0.9,0.1,9.1,226.0,15.0,0.0,14.0,100g,100,每100克可食部,
杏（罐头）,,核果类,,100.0,40.0,0.6,0.2,9.7,26.0,8.0,0.0,6.0,100g,100,每100克可食部,
杏干,,核果类,,25.0,338.0,2.7,0.4,83.2,783.0,89.0,0.0,147.0,100g,100,每100克可食部,
布朗,,核果类,,87.0,44.0,0.6,0.2,10.7,14.0,11.0,0.0,5.0,100g,100,每100克可食部,
西梅,,核果类,,76.0,42.0,0.7,0.1,10.3,155.0,16.0,0.0,11.0,100g,100,每100克可食部,
枣（鲜）,,核果类,,87.0,125.0,1.1,0.3,30.5,375.0,23.0,0.0,22.0,100g,100,每100克可食部,
枣（干）,,核果类,,80.0,276.0,3.2,0.5,67.8,524.0,51.0,0.0,64.0,100g,100,每100克可食部,
枣（干，大）,,核果类,,88.0,317.0,2.1,0.4,81.1,185.0,34.0,0.0,54.0,100g,100,每100克可食部,
枣（金丝小枣）,,核果类,,81.0,308.0,1.2,1.1,76.7,65.0,0.0,0.0,23.0,100g,100,每100克可食部,
乐陵枣,,核果类,,76.0,233.0,3.3,0.6,57.9,420.0,52.0,0.0,34.0,100g,100,每100克可食部,
密云小枣,,核果类,,92.0,229.0,3.9,0.8,55.2,612.0,66.0,0.0,80.0,100g,100,每100克可食部,
黑枣（无核）,乌枣,核果类,,98.0,234.0,1.7,0.3,57.3,478.0,63.0,0.0,108.0,100g,100,每100克可食部,
黑枣（有核）,,核果类,,59.0,246.0,3.7,0.5,61.4,498.0,66.0,0.0,42.0,100g,100,每100克可食部,
酒枣,,核果类,,91.0,148.0,1.6,0.2,35.7,444.0,45.0,0.0,75.0,100g,100,每100克可食部,
蜜枣（椰枣）,,核果类,,100.0,333.0,1.3,0.2,84.4,284.0,22.0,0.0,59.0,100g,100,每100克可食部,
蜜枣（无核）,,核果类,,100.0,327.0,1.0,0.1,81.9,104.0,11.0,0.0,24.0,100g,100,每100克可食部,
冬枣,,核果类,,93.0,113.0,1.8,0.2,27.8,195.0,29.0,0.0,16.0,100g,100,每100克可食部,
小枣（干）,,核果类,,81.0,275.0,2.7,0.7,66.8,486.0,61.0,0.0,62.0,100g,100,每100克可食部,
酸枣,,核果类,,52.0,300.0,3.5,1.5,73.3,84.0,95.0,0.0,435.0,100g,100,每100克可食部,
樱桃,车厘子,核果类,,80.0,46.0,1.1,0.2,10.2,232.0,27.0,0.0,11.0,100g,100,每100克可食部,
樱桃（野，白刺）,,核果类,,23.0,304.0,11.4,3.9,59.8,100.0,28.0,0.0,59.0,100g,100,每100克可食部,
葡萄（代表值）,提子,浆果类,,86.0,45.0,0.4,0.3,10.3,127.0,13.0,0.0,9.0,100g,100,每100克可食部,
红玫瑰葡萄,,浆果类,,96.0,42.0,0.4,0.2,10.7,119.0,13.0,0.0,17.0,100g,100,每100克可食部,
葡萄（巨峰）,,浆果类,,84.0,51.0,0.4,0.2,12.0,128.0,17.0,0.0,7.0,100g,100,每100克可食部,
葡萄（马奶子）,,浆果类,,84.0,41.0,0.5,0.4,9.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
葡萄（玫瑰香）,,浆果类,,86.0,52.0,0.4,0.4,12.1,126.0,14.0,0.0,8.0,100g,100,每100克可食部,
紫葡萄,,浆果类,,88.0,45.0,0.7,0.3,10.3,151.0,10.0,0.0,10.0,100g,100,每100克可食部,
葡萄干,,浆果类,,100.0,344.0,2.5,0.4,83.4,995.0,90.0,0.0,52.0,100g,100,每100克可食部,
石榴（代表值）,,浆果类,,57.0,72.0,1.3,0.2,18.5,231.0,70.0,0.0,6.0,100g,100,每100克可食部,
石榴（红粉皮）,,浆果类,,57.0,74.0,1.3,0.1,19.4,218.0,76.0,0.0,16.0,100g,100,每100克可食部,
石榴（玛瑙）,,浆果类,,60.0,72.0,1.6,0.2,18.4,231.0,70.0,0.0,6.0,100g,100,每100克可食部,
石榴（青皮）,,浆果类,,55.0,71.0,1.2,0.2,18.5,243.0,68.0,0.0,6.0,100g,100,每100克可食部,
柿,,浆果类,,87.0,74.0,0.4,0.1,18.5,151.0,23.0,0.0,9.0,100g,100,每100克可食部,
荷柿,,浆果类,,98.0,65.0,0.6,0.2,17.1,109.0,17.0,0.0,9.0,100g,100,每100克可食部,
磨盘柿,,浆果类,,98.0,79.0,0.7,0.1,19.6,135.0,14.0,0.0,5.0,100g,100,每100克可食部,
柿饼,,浆果类,,97.0,255.0,1.8,0.2,62.8,339.0,55.0,0.0,54.0,100g,100,每100克可食部,
桑葚（代表值）,,浆果类,,100.0,57.0,1.7,0.4,13.8,32.0,33.0,0.0,37.0,100g,100,每100克可食部,
桑葚（白）,,浆果类,,100.0,60.0,1.8,0.3,14.9,33.0,0.0,0.0,43.0,100g,100,每100克可食部,
桑葚（红）,,浆果类,,100.0,55.0,1.6,0.4,12.9,32.0,33.0,0.0,30.0,100g,100,每100克可食部,
桑葚（干）,,浆果类,,100.0,298.0,21.1,6.1,54.2,159.0,486.0,0.0,622.0,100g,100,每100克可食部,
醋栗,灯笼果,浆果类,,100.0,46.0,0.9,0.6,10.2,198.0,27.0,0.0,25.0,100g,100,每100克可食部,
黑醋栗,黑加仑,浆果类,,100.0,66.0,1.4,0.4,15.4,322.0,59.0,0.0,55.0,100g,100,每100克可食部,
沙棘,,浆果类,,87.0,120.0,0.9,1.8,25.5,359.0,54.0,0.0,104.0,100g,100,每100克可食部,
无花果,,浆果类,,100.0,65.0,1.5,0.1,16.0,212.0,18.0,0.0,67.0,100g,100,每100克可食部,
中华猕猴桃,毛叶猕猴桃;奇异果,浆果类,,83.0,61.0,0.8,0.6,14.5,144.0,26.0,0.0,27.0,100g,100,每100克可食部,
草莓,洋莓;凤阳草莓;士多啤梨,浆果类,,97.0,32.0,1.0,0.2,7.1,131.0,27.0,0.0,18.0,100g,100,每100克可食部,
红提子葡萄,,浆果类,,86.0,54.0,0.4,0.2,13.1,186.0,20.0,0.0,2.0,100g,100,每100克可食部,
无花果（干）,,浆果类,,100.0,361.0,3.6,4.3,77.8,898.0,67.0,0.0,363.0,100g,100,每100克可食部,
橙,,柑橘类,,74.0,48.0,0.8,0.2,11.1,159.0,22.0,0.0,20.0,100g,100,每100克可食部,
柑桔（均值）,,柑橘类,,77.0,51.0,0.7,0.2,11.9,154.0,18.0,0.0,35.0,100g,100,每100克可食部,
福橘,,柑橘类,,67.0,46.0,1.0,0.2,10.3,127.0,5.0,0.0,27.0,100g,100,每100克可食部,
橘柑子,宽皮桂,柑橘类,,78.0,44.0,0.8,0.1,10.2,128.0,18.0,0.0,24.0,100g,100,每100克可食部,
橘（金橘）,金枣,柑橘类,,89.0,58.0,1.0,0.2,13.7,144.0,20.0,0.0,56.0,100g,100,每100克可食部,
芦橘,,柑橘类,,77.0,44.0,0.6,0.2,10.3,54.0,25.0,0.0,45.0,100g,100,每100克可食部,
蜜橘,,柑橘类,,76.0,45.0,0.8,0.4,10.3,177.0,18.0,0.0,19.0,100g,100,每100克可食部,
三湖红橘,,柑橘类,,68.0,43.0,0.8,0.3,10.0,250.0,25.0,0.0,33.0,100g,100,每100克可食部,
橘（四川红橘）,,柑橘类,,78.0,42.0,0.7,0.1,9.8,105.0,25.0,0.0,42.0,100g,100,每100克可食部,
小叶橘,,柑橘类,,81.0,40.0,1.1,0.2,8.8,124.0,16.0,0.0,72.0,100g,100,每100克可食部,
早橘,,柑橘类,,82.0,57.0,1.2,0.2,12.6,131.0,22.0,0.0,21.0,100g,100,每100克可食部,
橘饼,,柑橘类,,100.0,371.0,0.6,0.4,92.9,4.0,6.0,0.0,125.0,100g,100,每100克可食部,
柚,文旦,柑橘类,,69.0,42.0,0.8,0.2,9.5,119.0,24.0,0.0,4.0,100g,100,每100克可食部,
柠檬,,柑橘类,,66.0,37.0,1.1,1.2,6.2,209.0,22.0,0.0,101.0,100g,100,每100克可食部,
葡萄柚,西柚,柑橘类,,73.0,33.0,0.7,0.3,7.8,60.0,17.0,0.0,21.0,100g,100,每100克可食部,
芭蕉,甘蕉;板蕉;牙蕉,热带、亚热带水果,,68.0,115.0,1.2,0.1,28.9,330.0,18.0,0.0,6.0,100g,100,每100克可食部,
菠萝,凤梨;地菠萝,热带、亚热带水果,,68.0,44.0,0.5,0.1,10.8,113.0,9.0,0.0,12.0,100g,100,每100克可食部,
菠萝蜜,木菠萝,热带、亚热带水果,,43.0,105.0,0.2,0.3,25.7,330.0,18.0,0.0,9.0,100g,100,每100克可食部,
刺梨,茨梨;木梨子,热带、亚热带水果,,100.0,63.0,0.7,0.1,16.9,0.0,13.0,0.0,68.0,100g,100,每100克可食部,
番石榴,鸡矢果;番桃,热带、亚热带水果,,97.0,53.0,1.1,0.4,14.2,235.0,16.0,0.0,13.0,100g,100,每100克可食部,
桂圆,,热带、亚热带水果,,50.0,71.0,1.2,0.1,16.6,248.0,30.0,0.0,6.0,100g,100,每100克可食部,
桂圆（干）,,热带、亚热带水果,,37.0,277.0,5.0,0.2,64.8,1348.0,206.0,0.0,38.0,100g,100,每100克可食部,
桂圆肉,,热带、亚热带水果,,100.0,317.0,4.6,1.0,73.5,129.0,120.0,0.0,39.0,100g,100,每100克可食部,
黄皮果,,热带、亚热带水果,,59.0,39.0,1.6,0.2,9.9,226.0,0.0,0.0,0.0,100g,100,每100克可食部,
荔枝,,热带、亚热带水果,,73.0,71.0,0.9,0.2,16.6,151.0,24.0,0.0,2.0,100g,100,每100克可食部,
芒果,抹猛果;望果,热带、亚热带水果,,60.0,35.0,0.6,0.2,8.3,138.0,11.0,0.0,0.0,100g,100,每100克可食部,
木瓜,番木瓜,热带、亚热带水果,,86.0,29.0,0.4,0.1,7.0,18.0,12.0,0.0,17.0,100g,100,每100克可食部,
人参果,,热带、亚热带水果,,88.0,86.0,0.6,0.7,21.2,100.0,7.0,0.0,13.0,100g,100,每100克可食部,
杨梅,树梅;山杨梅,热带、亚热带水果,,82.0,30.0,0.8,0.2,6.7,149.0,8.0,0.0,14.0,100g,100,每100克可食部,
杨桃,,热带、亚热带水果,,88.0,31.0,0.6,0.2,7.4,128.0,18.0,0.0,4.0,100g,100,每100克可食部,
椰子,,热带、亚热带水果,,33.0,241.0,4.0,12.1,31.3,475.0,90.0,0.0,2.0,100g,100,每100克可食部,
枇杷,,热带、亚热带水果,,62.0,41.0,0.8,0.2,9.3,122.0,8.0,0.0,17.0,100g,100,每100克可食部,
橄榄（白榄）,,热带、亚热带水果,,80.0,57.0,0.8,0.2,15.1,23.0,18.0,0.0,49.0,100g,100,每100克可食部,
余柑子,油柑子,热带、亚热带水果,,80.0,45.0,0.3,0.1,12.4,15.0,9.0,0.0,6.0,100g,100,每100克可食部,
红毛丹,,热带、亚热带水果,,79.0,82.0,1.0,1.2,17.5,13.0,20.0,0.0,11.0,100g,100,每100克可食部,
火龙果,仙蜜果;红龙果,热带、亚热带水果,,69.0,55.0,1.1,0.2,13.3,20.0,35.0,0.0,7.0,100g,100,每100克可食部,
荔枝（干）,,热带、亚热带水果,,56.0,328.0,4.5,1.2,77.4,0.0,114.0,0.0,12.0,100g,100,每100克可食部,
榴莲,,热带、亚热带水果,,37.0,150.0,2.6,3.3,28.3,261.0,38.0,0.0,4.0,100g,100,每100克可食部,
芒果（大头）,,热带、亚热带水果,,68.0,52.0,0.5,0.1,12.9,153.0,12.0,0.0,7.0,100g,100,每100克可食部,
酸木瓜,,热带、亚热带水果,,79.0,41.0,0.3,0.2,11.1,260.0,11.0,0.0,20.0,100g,100,每100克可食部,
山竹,,热带、亚热带水果,,25.0,72.0,0.4,0.2,18.0,48.0,9.0,0.0,11.0,100g,100,每100克可食部,
香蕉（红皮）,,热带、亚热带水果,,70.0,86.0,1.1,0.2,19.7,208.0,17.0,0.0,9.0,根,100,1根香蕉约100g,
香蕉,甘蕉,热带、亚热带水果,,59.0,93.0,1.4,0.2,22.0,256.0,28.0,0.0,7.0,根,100,1根香蕉约100g,
白金瓜,,瓜果类,,70.0,25.0,0.4,0.0,6.2,182.0,13.0,0.0,12.0,100g,100,每100克可食部,
白兰瓜,,瓜果类,,55.0,23.0,0.6,0.1,5.3,0.0,13.0,0.0,24.0,100g,100,每100克可食部,
哈蜜瓜,,瓜果类,,71.0,34.0,0.5,0.1,7.9,190.0,19.0,0.0,4.0,100g,100,每100克可食部,
黄河蜜瓜,,瓜果类,,56.0,11.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
金塔寺瓜,,瓜果类,,81.0,10.0,0.6,0.1,2.0,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
灵蜜瓜,,瓜果类,,71.0,4.0,0.5,0.1,0.4,62.0,1.0,0.0,12.0,100g,100,每100克可食部,
麻醉瓜,,瓜果类,,66.0,17.0,0.7,0.1,3.6,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
甜瓜,香瓜,瓜果类,,78.0,26.0,0.4,0.1,6.2,139.0,17.0,0.0,14.0,100g,100,每100克可食部,
西瓜（代表值）,,瓜果类,,59.0,31.0,0.5,0.3,6.8,97.0,12.0,0.0,7.0,100g,100,每100克可食部,
西瓜（京欣一号）,,瓜果类,,59.0,34.0,0.5,0.0,8.1,79.0,13.0,0.0,10.0,100g,100,每100克可食部,
西瓜（郑州三号）,,瓜果类,,59.0,26.0,0.6,0.1,5.7,115.0,11.0,0.0,4.0,100g,100,每100克可食部,
西瓜（忠于6号，黑皮）,,瓜果类,,64.0,32.0,0.5,0.5,6.5,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
子瓜,,瓜果类,,46.0,5.0,0.2,0.3,0.6,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
小西瓜,地雷瓜,瓜果类,,62.0,30.0,0.8,0.1,6.7,177.0,9.0,0.0,6.0,100g,100,每100克可食部,
白果（干）,银杏,树坚果,,67.0,355.0,13.2,1.3,72.6,17.0,23.0,0.0,54.0,100g,100,每100克可食部,
核桃（鲜）,,树坚果,,43.0,336.0,12.8,29.9,6.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
核桃（干）,胡桃,树坚果,,43.0,646.0,14.9,58.8,19.1,385.0,294.0,0.0,56.0,100g,100,每100克可食部,
毛核桃,,树坚果,,38.0,184.0,12.0,6.7,21.7,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
山核桃（干）,,树坚果,,24.0,616.0,18.0,50.4,26.2,237.0,521.0,0.0,57.0,100g,100,每100克可食部,
栗子（鲜）,板栗,树坚果,,80.0,188.0,4.2,0.7,42.2,442.0,89.0,0.0,17.0,100g,100,每100克可食部,
栗子（干）,板栗,树坚果,,73.0,348.0,5.3,1.7,78.4,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
栗子（熟）,板栗,树坚果,,78.0,214.0,4.8,1.5,46.0,0.0,91.0,0.0,15.0,100g,100,每100克可食部,
松子（生）,,树坚果,,32.0,665.0,12.6,62.6,19.0,184.0,620.0,0.0,3.0,100g,100,每100克可食部,
松子（炒）,,树坚果,,31.0,644.0,14.1,58.5,21.4,612.0,227.0,0.0,161.0,100g,100,每100克可食部,
松子仁,,树坚果,,100.0,718.0,13.4,70.6,12.2,502.0,569.0,0.0,78.0,100g,100,每100克可食部,
杏仁,,树坚果,,100.0,578.0,22.5,45.4,23.9,106.0,27.0,0.0,97.0,100g,100,每100克可食部,
杏仁（大杏仁）,,树坚果,,100.0,540.0,19.9,42.9,27.8,169.0,4.0,0.0,49.0,100g,100,每100克可食部,
杏仁（炒）,,树坚果,,91.0,618.0,25.7,51.0,18.7,0.0,202.0,0.0,141.0,100g,100,每100克可食部,
杏仁（原味）,,树坚果,,100.0,596.0,21.3,50.6,19.7,728.0,474.0,0.0,248.0,100g,100,每100克可食部,
杏仁（漂白后）,,树坚果,,100.0,602.0,21.9,50.6,19.9,687.0,480.0,0.0,216.0,100g,100,每100克可食部,
杏仁（过油炸干）,,树坚果,,100.0,631.0,21.2,55.2,17.7,699.0,466.0,0.0,291.0,100g,100,每100克可食部,
杏仁（烤干，不加盐）,,树坚果,,100.0,617.0,22.1,52.8,19.3,746.0,489.0,0.0,266.0,100g,100,每100克可食部,
杏仁（烤干，加盐）,,树坚果,,100.0,617.0,22.1,52.8,19.3,746.0,489.0,0.0,266.0,100g,100,每100克可食部,
橡实,橡子;青冈子,树坚果,,70.0,233.0,4.0,2.0,50.5,0.0,64.0,0.0,112.0,100g,100,每100克可食部,
榛子（干）,,树坚果,,27.0,561.0,20.0,44.8,24.3,1244.0,422.0,0.0,104.0,100g,100,每100克可食部,
榛子（炒）,,树坚果,,21.0,611.0,30.5,50.3,13.1,686.0,423.0,153.0,815.0,100g,100,每100克可食部,
山核桃（熟）,小核桃,树坚果,,45.0,658.0,8.3,64.5,21.3,4.0,279.0,0.0,132.0,100g,100,每100克可食部,
栗子,板栗,树坚果,,80.0,186.0,4.4,1.6,39.6,0.0,72.0,0.0,16.0,100g,100,每100克可食部,
松子,,树坚果,,69.0,553.0,12.9,40.4,40.3,1003.0,453.0,0.0,14.0,100g,100,每100克可食部,
杏仁（熟，带壳）,,树坚果,,63.0,648.0,25.1,58.4,11.0,668.0,565.0,0.0,240.0,100g,100,每100克可食部,
杏仁（熟，去壳）,,树坚果,,100.0,625.0,28.0,54.4,11.1,693.0,341.0,0.0,174.0,100g,100,每100克可食部,
腰果（熟）,,树坚果,,100.0,615.0,24.0,50.9,20.4,680.0,639.0,0.0,19.0,100g,100,每100克可食部,
榛子（熟）,,树坚果,,66.0,642.0,12.5,57.3,25.6,1001.0,369.0,0.0,95.0,100g,100,每100克可食部,
榛子仁（熟）,,树坚果,,100.0,628.0,15.6,52.9,26.7,807.0,336.0,0.0,86.0,100g,100,每100克可食部,
开心果（熟）,,树坚果,,82.0,631.0,20.6,53.0,21.9,735.0,468.0,0.0,108.0,100g,100,每100克可食部,
香榧（熟）,,树坚果,,61.0,644.0,12.4,57.0,26.9,664.0,248.0,0.0,83.0,100g,100,每100克可食部,
胡麻子,,种子,,98.0,450.0,19.1,30.7,39.5,408.0,577.0,0.0,228.0,100g,100,每100克可食部,
花生（鲜）,落花生;长生果,种子,,53.0,313.0,12.0,25.4,13.0,390.0,250.0,0.0,8.0,100g,100,每100克可食部,
花生（炒）,,种子,,71.0,601.0,21.7,48.0,23.8,563.0,326.0,0.0,47.0,100g,100,每100克可食部,
花生仁（生）,,种子,,100.0,574.0,24.8,44.3,21.7,587.0,324.0,0.0,39.0,100g,100,每100克可食部,
花生仁（炒）,,种子,,100.0,589.0,23.9,44.4,25.7,674.0,315.0,0.0,284.0,100g,100,每100克可食部,
葵花子（生）,,种子,,50.0,609.0,23.9,49.9,19.1,562.0,238.0,0.0,72.0,100g,100,每100克可食部,
"葵花子（炒,咸）",,种子,,52.0,625.0,22.6,52.8,17.3,491.0,564.0,0.0,72.0,100g,100,每100克可食部,
葵花子仁,,种子,,100.0,615.0,19.1,53.4,16.7,547.0,604.0,0.0,115.0,100g,100,每100克可食部,
莲子（干）,,种子,,100.0,350.0,17.2,2.0,67.2,846.0,550.0,0.0,97.0,100g,100,每100克可食部,
莲子（糖水罐头）,,种子,,100.0,202.0,2.8,0.5,46.9,27.0,133.0,0.0,24.0,100g,100,每100克可食部,
南瓜子（炒）,白瓜子,种子,,68.0,582.0,36.0,46.1,7.9,672.0,0.0,0.0,37.0,100g,100,每100克可食部,
南瓜子仁,,种子,,100.0,576.0,33.2,48.1,4.9,102.0,1159.0,0.0,16.0,100g,100,每100克可食部,
西瓜子（炒）,,种子,,43.0,582.0,32.7,44.8,14.2,612.0,765.0,0.0,28.0,100g,100,每100克可食部,
西瓜子,,种子,,38.0,567.0,30.3,46.5,13.4,516.0,868.0,0.0,392.0,100g,100,每100克可食部,
西瓜子仁,,种子,,100.0,566.0,32.4,45.9,8.6,186.0,818.0,0.0,0.0,100g,100,每100克可食部,
芝麻籽（白）,,种子,,100.0,536.0,18.4,39.6,31.5,266.0,513.0,0.0,620.0,100g,100,每100克可食部,
芝麻籽（黑）,,种子,,100.0,559.0,19.1,46.1,24.0,358.0,516.0,0.0,780.0,100g,100,每100克可食部,
芡实米（鲜）,鸡头米,种子,,47.0,145.0,4.4,0.2,31.5,0.0,110.0,0.0,9.0,100g,100,每100克可食部,
芡实米（干）,鸡头米,种子,,100.0,352.0,8.3,0.3,79.6,60.0,56.0,0.0,37.0,100g,100,每100克可食部,
花生（烤，勤俭牌）,,种子,,72.0,586.0,26.4,46.3,21.2,541.0,376.0,0.0,79.0,100g,100,每100克可食部,
花生（烤，密日兴牌）,,种子,,71.0,475.0,16.6,22.3,55.9,344.0,299.0,0.0,23.0,100g,100,每100克可食部,
花生仁（油炸）,,种子,,100.0,583.0,22.2,47.1,26.2,551.0,474.0,0.0,20.0,100g,100,每100克可食部,
