name,aliases,category,subcategory,edible_pct,energy_kcal,protein_g,fat_g,carb_g,potassium_mg,phosphorus_mg,sodium_mg,calcium_mg,unit_name,unit_grams,unit_desc,note
章鱼,八爪鱼,鱼虾蟹贝类其他,,78.0,135.0,18.9,0.4,14.0,447.0,63.0,65.4,21.0,100g,100,每100克可食部,
母乳化奶粉,,婴儿配方食品,,100.0,510.0,14.5,27.1,51.9,643.0,354.0,168.7,251.0,100g,100,每100克可食部,
婴儿奶粉,,婴儿配方食品,,100.0,443.0,19.8,15.1,57.0,703.0,457.0,9.4,998.0,100g,100,每100克可食部,
豆奶粉,,特殊医学用途婴儿配方食品,,100.0,423.0,19.0,8.0,68.7,528.0,257.0,15.3,149.0,100g,100,每100克可食部,
钙质糕粉,,特殊医学用途婴儿配方食品,,100.0,367.0,7.9,1.3,82.1,169.0,202.0,5.5,116.0,100g,100,每100克可食部,
健儿粉,,特殊医学用途婴儿配方食品,,100.0,369.0,7.1,1.1,82.7,113.0,181.0,21.6,137.0,100g,100,每100克可食部,
莲子健儿粉,,特殊医学用途婴儿配方食品,,100.0,352.0,8.0,0.7,78.3,141.0,61.0,3.9,12.0,100g,100,每100克可食部,
乳儿糕,,特殊医学用途婴儿配方食品,,100.0,366.0,11.7,2.7,74.1,232.0,272.0,122.6,143.0,100g,100,每100克可食部,
婴儿奶糕,,特殊医学用途婴儿配方食品,,100.0,345.0,10.4,0.9,74.3,398.0,415.0,105.5,61.0,100g,100,每100克可食部,
婴儿营养粉,婴宝*5410*,特殊医学用途婴儿配方食品,,100.0,426.0,17.0,12.8,60.8,696.0,490.0,95.0,668.0,100g,100,每100克可食部,
营养乳儿糕,,特殊医学用途婴儿配方食品,,100.0,365.0,7.5,1.9,79.7,137.0,435.0,111.8,408.0,100g,100,每100克可食部,
艾窝窝,,小吃,,100.0,190.0,4.3,0.0,43.4,53.0,34.0,1.7,19.0,100g,100,每100克可食部,
白水羊头,,小吃,,100.0,193.0,22.4,11.0,1.2,32.0,110.0,899.4,41.0,100g,100,每100克可食部,
茶汤,,小吃,,100.0,93.0,1.5,0.1,21.5,42.0,41.0,23.6,17.0,100g,100,每100克可食部,
炒肝,,小吃,,100.0,96.0,2.8,8.0,3.3,27.0,28.0,259.6,22.0,100g,100,每100克可食部,
春卷,,小吃,,100.0,465.0,6.1,33.7,34.8,89.0,94.0,485.8,10.0,100g,100,每100克可食部,
豆腐脑（带卤）,,小吃,,100.0,48.0,2.6,1.8,5.4,108.0,46.0,235.6,301.0,100g,100,每100克可食部,
粉皮,,小吃,,100.0,62.0,0.2,0.3,15.0,15.0,2.0,3.9,5.0,100g,100,每100克可食部,
灌肠,,小吃,,100.0,134.0,0.2,0.3,32.8,18.0,11.0,12.5,11.0,100g,100,每100克可食部,
煎饼,,小吃,,100.0,354.0,7.6,0.7,83.8,117.0,320.0,85.5,9.0,100g,100,每100克可食部,
焦圈,,小吃,,100.0,534.0,6.9,34.9,48.9,263.0,157.0,762.2,24.0,100g,100,每100克可食部,
京八件,,小吃,,100.0,441.0,7.2,16.4,67.6,81.0,54.0,16.6,15.0,100g,100,每100克可食部,
栗羊羹,,小吃,,100.0,302.0,3.7,0.6,70.9,16.0,41.0,6.1,80.0,100g,100,每100克可食部,
凉粉,,小吃,,100.0,38.0,0.2,0.3,8.9,5.0,1.0,2.8,9.0,100g,100,每100克可食部,
凉粉（带调料）,,小吃,,100.0,51.0,0.3,0.5,11.3,0.0,3.0,0.0,9.0,100g,100,每100克可食部,
凉面,,小吃,,100.0,167.0,4.8,1.7,33.3,10.0,61.0,163.7,2.0,100g,100,每100克可食部,
龙虾片,,小吃,,100.0,342.0,0.6,0.1,85.5,25.0,13.0,639.5,112.0,100g,100,每100克可食部,
驴打滚,,小吃,,100.0,198.0,8.2,0.2,41.8,165.0,105.0,192.4,34.0,100g,100,每100克可食部,
美味香酥卷,,小吃,,100.0,368.0,7.5,3.6,76.7,152.0,112.0,185.8,0.0,100g,100,每100克可食部,
蜜麻花,糖耳朵,小吃,,100.0,369.0,4.8,11.0,63.2,135.0,83.0,361.5,99.0,100g,100,每100克可食部,
密三刀,,小吃,,100.0,427.0,4.4,14.2,70.7,53.0,71.0,47.5,4.0,100g,100,每100克可食部,
面窝,,小吃,,100.0,291.0,5.2,10.7,44.0,95.0,77.0,154.8,38.0,100g,100,每100克可食部,
年糕,,小吃,,100.0,156.0,3.3,0.6,34.7,81.0,52.0,56.4,31.0,100g,100,每100克可食部,
酿皮,,小吃,,100.0,107.0,4.4,0.3,21.8,138.0,25.0,514.8,4.0,100g,100,每100克可食部,
青稞炒面,,小吃,,100.0,366.0,11.8,2.2,77.0,162.0,430.0,7.5,8.0,100g,100,每100克可食部,
热干面,,小吃,,100.0,153.0,4.2,2.4,28.7,46.0,58.0,165.8,67.0,100g,100,每100克可食部,
三刀蜜,,小吃,,100.0,385.0,4.1,10.5,69.3,73.0,76.0,20.0,97.0,100g,100,每100克可食部,
三鲜豆皮,,小吃,,100.0,239.0,6.0,10.2,31.0,21.0,47.0,207.0,4.0,100g,100,每100克可食部,
汤泡,,小吃,,100.0,237.0,8.1,11.6,25.2,48.0,55.0,219.0,18.0,100g,100,每100克可食部,
甜胚子,,小吃,,100.0,131.0,5.2,0.2,27.2,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
甜醅,,小吃,,100.0,192.0,7.8,0.1,41.0,124.0,151.0,3.5,3.0,100g,100,每100克可食部,
豌豆黄,,小吃,,100.0,138.0,7.5,0.6,26.7,137.0,102.0,151.7,141.0,100g,100,每100克可食部,
香油炒面,,小吃,,100.0,410.0,12.4,4.8,80.1,154.0,149.0,46.4,16.0,100g,100,每100克可食部,
油茶,,小吃,,100.0,96.0,2.4,0.9,20.0,46.0,30.0,19.6,22.0,100g,100,每100克可食部,
油炸豆瓣,,小吃,,100.0,406.0,25.1,9.8,54.7,611.0,245.0,359.4,63.0,100g,100,每100克可食部,
油炸豆花,,小吃,,100.0,404.0,33.4,14.8,35.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
炸糕,,小吃,,100.0,282.0,6.1,12.3,37.3,143.0,84.0,96.6,24.0,100g,100,每100克可食部,
糌粑（稞麦熟品）,,小吃,,100.0,261.0,4.1,13.1,32.5,123.0,176.0,8.9,71.0,100g,100,每100克可食部,
蛋糕（均值）,,蛋糕、甜点,,100.0,348.0,8.6,5.1,67.1,77.0,130.0,67.8,39.0,100g,100,每100克可食部,
蛋糕（黄蛋糕）,,蛋糕、甜点,,100.0,320.0,9.5,6.0,57.1,80.0,76.0,32.0,27.0,100g,100,每100克可食部,
蛋清蛋糕,,蛋糕、甜点,,100.0,339.0,6.5,2.4,72.9,36.0,80.0,49.0,30.0,100g,100,每100克可食部,
宫廷蛋糕,,蛋糕、甜点,,100.0,335.0,7.4,3.4,69.2,90.0,146.0,49.1,5.0,100g,100,每100克可食部,
老年蛋糕,,蛋糕、甜点,,100.0,384.0,13.0,9.6,61.8,221.0,164.0,118.5,96.0,100g,100,每100克可食部,
奶油蛋糕,,蛋糕、甜点,,100.0,379.0,7.2,13.9,56.5,67.0,90.0,80.7,38.0,100g,100,每100克可食部,
西式蛋糕,,蛋糕、甜点,,100.0,316.0,7.8,3.4,63.8,86.0,160.0,47.6,5.0,100g,100,每100克可食部,
月饼（百寿宴点）,,蛋糕、甜点,,100.0,435.0,5.1,22.1,55.3,120.0,72.0,11.1,31.0,100g,100,每100克可食部,
月饼（豆沙）,,蛋糕、甜点,,100.0,411.0,8.2,13.6,65.6,211.0,95.0,22.4,64.0,100g,100,每100克可食部,
月饼（奶油果馅）,,蛋糕、甜点,,100.0,443.0,5.7,16.9,67.6,87.0,45.0,28.2,12.0,100g,100,每100克可食部,
月饼（奶油松仁）,,蛋糕、甜点,,100.0,446.0,6.4,21.4,59.0,132.0,99.0,17.7,26.0,100g,100,每100克可食部,
月饼（唐王赏月）,,蛋糕、甜点,,100.0,418.0,8.0,18.4,57.8,114.0,105.0,56.8,29.0,100g,100,每100克可食部,
月饼（五仁）,,蛋糕、甜点,,100.0,424.0,8.0,16.0,64.0,198.0,110.0,18.5,54.0,100g,100,每100克可食部,
月饼（香油果馅）,,蛋糕、甜点,,100.0,456.0,6.3,19.7,65.2,87.0,81.0,28.2,18.0,100g,100,每100克可食部,
月饼（枣泥）,,蛋糕、甜点,,100.0,427.0,7.1,15.7,64.9,178.0,62.0,24.3,66.0,100g,100,每100克可食部,
板油酥饼,,蛋糕、甜点,,100.0,360.0,7.6,14.9,49.4,102.0,71.0,324.0,14.0,100g,100,每100克可食部,
蛋黄酥,,蛋糕、甜点,,100.0,388.0,11.7,3.9,76.9,105.0,181.0,100.0,47.0,100g,100,每100克可食部,
蛋麻脆,,蛋糕、甜点,,100.0,456.0,9.0,17.4,66.7,134.0,171.0,67.9,59.0,100g,100,每100克可食部,
德庆酥,,蛋糕、甜点,,100.0,464.0,5.9,18.7,70.0,98.0,106.0,59.9,38.0,100g,100,每100克可食部,
鹅油卷,,蛋糕、甜点,,100.0,464.0,8.4,22.7,57.4,139.0,113.0,23.8,53.0,100g,100,每100克可食部,
凤尾酥,,蛋糕、甜点,,100.0,511.0,6.6,25.3,64.2,84.0,94.0,0.0,40.0,100g,100,每100克可食部,
福来酥,,蛋糕、甜点,,100.0,470.0,6.2,21.4,64.2,96.0,95.0,44.6,54.0,100g,100,每100克可食部,
核桃薄脆,,蛋糕、甜点,,100.0,493.0,9.8,24.6,61.1,147.0,131.0,251.3,54.0,100g,100,每100克可食部,
黑麻香酥,,蛋糕、甜点,,100.0,443.0,5.6,16.1,70.6,104.0,107.0,36.5,89.0,100g,100,每100克可食部,
黑洋酥,,蛋糕、甜点,,100.0,432.0,4.2,12.4,79.7,92.0,144.0,3.1,8.0,100g,100,每100克可食部,
混糖糕点,,蛋糕、甜点,,100.0,455.0,7.9,16.3,69.5,116.0,96.0,135.2,77.0,100g,100,每100克可食部,
鸡腿酥,,蛋糕、甜点,,100.0,436.0,6.2,13.4,72.7,59.0,63.0,406.8,19.0,100g,100,每100克可食部,
夹心酥饼,,蛋糕、甜点,,100.0,482.0,5.3,24.7,59.7,66.0,85.0,18.7,14.0,100g,100,每100克可食部,
江米条,,蛋糕、甜点,,100.0,439.0,5.7,11.7,78.1,68.0,56.0,46.5,33.0,100g,100,每100克可食部,
金钱酥,,蛋糕、甜点,,100.0,489.0,11.4,23.1,62.6,272.0,294.0,60.0,508.0,100g,100,每100克可食部,
京式黄酥,,蛋糕、甜点,,100.0,490.0,6.0,21.8,67.7,79.0,46.0,52.7,30.0,100g,100,每100克可食部,
开口笑,,蛋糕、甜点,,100.0,519.0,8.4,30.0,55.3,143.0,133.0,68.2,39.0,100g,100,每100克可食部,
廖花糖,,蛋糕、甜点,,100.0,415.0,7.2,14.0,70.8,58.0,60.0,36.5,243.0,100g,100,每100克可食部,
绿豆糕,,蛋糕、甜点,,100.0,351.0,12.8,1.0,73.4,416.0,121.0,11.6,24.0,100g,100,每100克可食部,
麻烘糕,,蛋糕、甜点,,100.0,398.0,3.8,3.8,87.2,45.0,66.0,1.8,59.0,100g,100,每100克可食部,
麻花,,蛋糕、甜点,,100.0,527.0,8.3,31.5,53.4,213.0,136.0,99.2,26.0,100g,100,每100克可食部,
麻香糕,,蛋糕、甜点,,100.0,402.0,3.9,3.6,88.7,45.0,46.0,2.5,23.0,100g,100,每100克可食部,
米花糖,,蛋糕、甜点,,100.0,385.0,3.1,3.3,85.8,55.0,52.0,43.4,144.0,100g,100,每100克可食部,
起酥,,蛋糕、甜点,,100.0,500.0,8.7,31.7,45.1,73.0,68.0,493.9,0.0,100g,100,每100克可食部,
水晶饼,,蛋糕、甜点,,100.0,438.0,0.2,17.4,70.5,47.0,106.0,31.5,49.0,100g,100,每100克可食部,
酥皮糕点,,蛋糕、甜点,,100.0,429.0,8.1,15.5,65.0,105.0,91.0,55.7,24.0,100g,100,每100克可食部,
桃酥,,蛋糕、甜点,,100.0,483.0,7.1,21.8,65.1,90.0,87.0,33.9,48.0,100g,100,每100克可食部,
硬皮糕点,,蛋糕、甜点,,100.0,466.0,8.4,20.1,63.5,111.0,123.0,97.4,42.0,100g,100,每100克可食部,
芝麻桃酥,,蛋糕、甜点,,100.0,467.0,7.0,17.7,70.1,78.0,101.0,2.2,6.0,100g,100,每100克可食部,
状元饼,,蛋糕、甜点,,100.0,437.0,8.6,14.7,68.1,136.0,61.0,13.6,0.0,100g,100,每100克可食部,
茯苓夹饼,,蛋糕、甜点,,100.0,345.0,4.4,0.4,84.3,105.0,131.0,103.4,65.0,100g,100,每100克可食部,
蛋片,,方便食品,,100.0,391.0,8.1,4.1,80.5,90.0,153.0,47.0,6.0,100g,100,每100克可食部,
麦片,,方便食品,,100.0,368.0,12.4,7.4,67.3,306.0,339.0,20.9,8.0,100g,100,每100克可食部,
燕麦片,,方便食品,,100.0,377.0,15.0,6.7,66.9,214.0,291.0,3.7,186.0,100g,100,每100克可食部,
玉米片（即食粥）,,方便食品,,100.0,391.0,7.2,3.7,82.3,52.0,70.0,1.7,11.0,100g,100,每100克可食部,
方便面,,方便食品,,100.0,473.0,9.5,21.1,61.6,134.0,80.0,1144.0,25.0,100g,100,每100克可食部,
面包（均值）,,方便食品,,100.0,313.0,8.3,5.1,58.6,88.0,107.0,230.4,49.0,100g,100,每100克可食部,
多维面包,,方便食品,,100.0,316.0,8.8,8.4,51.3,12.0,110.0,652.7,49.0,100g,100,每100克可食部,
法式牛角面包,,方便食品,,100.0,378.0,8.4,14.3,54.6,103.0,93.0,352.3,83.0,100g,100,每100克可食部,
法式配餐面包,,方便食品,,100.0,284.0,10.0,1.2,58.7,113.0,102.0,478.4,127.0,100g,100,每100克可食部,
果料面包,,方便食品,,100.0,279.0,8.5,2.1,57.0,94.0,100.0,210.5,124.0,100g,100,每100克可食部,
黄油面包,,方便食品,,100.0,331.0,7.9,8.7,55.6,92.0,94.0,14.5,35.0,100g,100,每100克可食部,
乐斯美面包,,方便食品,,100.0,335.0,9.2,2.8,68.6,103.0,99.0,54.9,22.0,100g,100,每100克可食部,
麦胚面包,,方便食品,,100.0,246.0,8.5,1.0,50.9,92.0,88.0,457.0,75.0,100g,100,每100克可食部,
麦维面包,,方便食品,,100.0,270.0,8.3,4.7,48.6,70.0,61.0,151.0,35.0,100g,100,每100克可食部,
维生素面包,,方便食品,,100.0,279.0,8.8,5.6,48.6,85.0,107.0,256.4,49.0,100g,100,每100克可食部,
咸面包,,方便食品,,100.0,275.0,9.2,3.9,51.0,89.0,108.0,526.0,89.0,100g,100,每100克可食部,
椰圈面包,,方便食品,,100.0,320.0,9.5,4.8,59.9,90.0,104.0,106.2,49.0,100g,100,每100克可食部,
桦榕面包,,方便食品,,100.0,329.0,8.9,7.5,56.6,90.0,174.0,236.0,9.0,100g,100,每100克可食部,
饼干（均值）,,方便食品,,100.0,435.0,9.0,12.7,71.7,85.0,88.0,204.1,73.0,100g,100,每100克可食部,
VC饼干,,方便食品,,100.0,573.0,10.8,39.7,43.2,99.0,95.0,113.5,0.0,100g,100,每100克可食部,
饼干（强化锌）,富锌饼干,方便食品,,100.0,446.0,11.0,13.3,71.2,117.0,123.0,231.1,144.0,100g,100,每100克可食部,
补血饼干,,方便食品,,100.0,452.0,11.8,14.7,68.4,72.0,184.0,177.4,76.0,100g,100,每100克可食部,
儿童营养饼干,,方便食品,,100.0,447.0,10.8,12.9,72.1,52.0,172.0,107.4,136.0,100g,100,每100克可食部,
钙奶饼干,,方便食品,,100.0,446.0,8.4,13.2,73.9,83.0,267.0,112.2,115.0,100g,100,每100克可食部,
钙王饼干,,方便食品,,100.0,450.0,7.8,13.9,73.6,132.0,277.0,259.3,250.0,100g,100,每100克可食部,
高蛋白饼干,,方便食品,,100.0,451.0,11.0,16.2,66.0,103.0,159.0,104.7,111.0,100g,100,每100克可食部,
军用压缩饼干,,方便食品,,100.0,460.0,7.9,17.8,67.6,106.0,119.0,320.1,149.0,100g,100,每100克可食部,
奶油饼干,,方便食品,,100.0,431.0,8.5,13.1,70.2,110.0,105.0,196.4,49.0,100g,100,每100克可食部,
牛奶饼干,,方便食品,,100.0,408.0,8.1,6.1,80.3,129.0,102.0,399.0,6.0,100g,100,每100克可食部,
曲奇饼,,方便食品,,100.0,546.0,6.5,31.6,59.1,67.0,64.0,174.6,45.0,100g,100,每100克可食部,
苏打饼干,,方便食品,,100.0,408.0,8.4,7.7,76.2,82.0,69.0,312.2,0.0,100g,100,每100克可食部,
维夫饼干,,方便食品,,100.0,529.0,5.4,35.2,48.0,0.0,63.0,281.8,58.0,100g,100,每100克可食部,
菠萝豆,,休闲食品,,100.0,392.0,10.4,2.1,82.9,38.0,100.0,30.0,19.0,100g,100,每100克可食部,
空心果,,休闲食品,,100.0,452.0,6.8,15.2,72.0,40.0,53.0,5.8,114.0,100g,100,每100克可食部,
马铃薯片（油炸）,油炸土豆片,休闲食品,,100.0,615.0,4.0,48.4,41.9,620.0,88.0,60.9,11.0,100g,100,每100克可食部,
酥香兰花豆,,休闲食品,,100.0,419.0,12.8,13.6,61.7,508.0,157.0,109.8,59.0,100g,100,每100克可食部,
百令可乐,,碳酸饮料,,100.0,28.0,0.2,0.1,6.5,1.0,4.0,22.7,43.0,100g,100,每100克可食部,
冰川可乐,,碳酸饮料,,100.0,45.0,0.0,0.0,11.2,1.0,0.0,11.4,0.0,100g,100,每100克可食部,
橙珍（易拉罐装）,,碳酸饮料,,100.0,25.0,0.1,0.0,6.1,5.0,1.0,5.3,8.0,100g,100,每100克可食部,
橙汁汽水,,碳酸饮料,,100.0,20.0,0.0,0.0,5.1,3.0,0.0,8.1,10.0,100g,100,每100克可食部,
柠檬汽水,,碳酸饮料,,100.0,38.0,0.0,0.0,9.5,0.0,0.0,3.3,9.0,100g,100,每100克可食部,
特制柠檬汽水,,碳酸饮料,,100.0,50.0,0.0,0.0,12.5,2.0,1.0,4.4,8.0,100g,100,每100克可食部,
特制汽水,,碳酸饮料,,100.0,42.0,0.0,0.0,10.5,4.0,1.0,5.8,8.0,100g,100,每100克可食部,
维尔康运动饮料,,碳酸饮料,,100.0,45.0,0.0,0.1,11.0,5.0,0.0,5.0,6.0,100g,100,每100克可食部,
VC橘汁,,果汁及果汁饮料,,100.0,95.0,0.1,0.2,23.2,25.0,1.0,4.4,4.0,100g,100,每100克可食部,
浓缩橘汁,,果汁及果汁饮料,,100.0,235.0,0.8,0.3,57.3,140.0,8.0,4.4,21.0,100g,100,每100克可食部,
鲜橘汁（纸盒）,,果汁及果汁饮料,,100.0,30.0,0.1,0.0,7.4,3.0,0.0,4.2,7.0,100g,100,每100克可食部,
橘子汁,,果汁及果汁饮料,,100.0,119.0,0.0,0.1,29.6,6.0,0.0,18.6,4.0,100g,100,每100克可食部,
刺玫汁（纸盒）,,果汁及果汁饮料,,100.0,32.0,0.0,0.0,8.1,6.0,0.0,4.4,6.0,100g,100,每100克可食部,
甘蔗汁,,果汁及果汁饮料,,100.0,65.0,0.4,0.1,16.0,95.0,14.0,3.0,14.0,100g,100,每100克可食部,
红果汁,,果汁及果汁饮料,,100.0,157.0,0.0,0.2,38.7,10.0,1.0,19.1,5.0,100g,100,每100克可食部,
柠檬汁,,果汁及果汁饮料,,100.0,27.0,0.9,0.2,5.5,120.0,0.0,1.2,24.0,100g,100,每100克可食部,
沙棘果汁,,果汁及果汁饮料,,100.0,47.0,0.9,0.5,10.6,53.0,3.0,5.4,10.0,100g,100,每100克可食部,
乌梅汁,,果汁及果汁饮料,,100.0,133.0,0.2,0.1,32.8,7.0,0.0,24.3,6.0,100g,100,每100克可食部,
原汁沙棘,,果汁及果汁饮料,,100.0,48.0,2.6,0.0,9.3,81.0,0.0,396.8,42.0,100g,100,每100克可食部,
胡萝卜素王,,蔬菜汁饮料,,100.0,131.0,0.1,0.2,32.5,31.0,0.0,72.5,7.0,100g,100,每100克可食部,
果味奶,,含乳饮料,,100.0,20.0,0.9,0.8,2.4,63.0,39.0,37.4,88.0,100g,100,每100克可食部,
喜乐（乳酸饮料）,,含乳饮料,,100.0,53.0,0.9,0.2,11.8,20.0,23.0,53.8,14.0,100g,100,每100克可食部,
巧克力豆奶,,植物蛋白饮料,,100.0,39.0,2.9,0.5,5.8,57.0,36.0,25.4,17.0,100g,100,每100克可食部,
杏仁露,,植物蛋白饮料,,100.0,46.0,0.9,1.1,8.1,1.0,1.0,9.2,4.0,100g,100,每100克可食部,
茶砖,砖茶,茶叶及茶饮料,,100.0,283.0,14.5,4.0,66.7,844.0,157.0,15.1,277.0,100g,100,每100克可食部,
茶砖（小）,,茶叶及茶饮料,,100.0,308.0,15.1,4.0,68.9,624.0,182.0,84.6,334.0,100g,100,每100克可食部,
红茶,,茶叶及茶饮料,,100.0,324.0,26.7,1.1,59.2,1934.0,390.0,13.6,378.0,100g,100,每100克可食部,
花茶,,茶叶及茶饮料,,100.0,316.0,27.1,1.2,58.1,1643.0,338.0,8.0,454.0,100g,100,每100克可食部,
甲级龙井,,茶叶及茶饮料,,100.0,331.0,33.3,2.7,48.9,2812.0,542.0,54.4,402.0,100g,100,每100克可食部,
绿茶,,茶叶及茶饮料,,100.0,328.0,34.2,2.3,50.3,1661.0,191.0,28.2,325.0,100g,100,每100克可食部,
石榴花茶,,茶叶及茶饮料,,100.0,343.0,10.5,2.9,74.2,2455.0,165.0,36.6,1143.0,100g,100,每100克可食部,
柿叶茶,,茶叶及茶饮料,,100.0,321.0,25.8,1.9,59.1,0.0,0.0,0.0,0.0,100g,100,每100克可食部,
铁观音茶,,茶叶及茶饮料,,100.0,334.0,22.8,1.3,65.0,1462.0,251.0,7.8,416.0,100g,100,每100克可食部,
珠茶,,茶叶及茶饮料,,100.0,334.0,28.7,1.7,58.3,739.0,352.0,13.3,203.0,100g,100,每100克可食部,
茶水,,茶叶及茶饮料,,100.0,0.0,0.1,0.0,0.0,6.0,1.0,3.9,2.0,100g,100,每100克可食部,
宝宝福,,固体饮料,,100.0,390.0,0.2,0.0,97.3,96.0,5.0,22.6,29.0,100g,100,每100克可食部,
冰淇淋粉,,固体饮料,,100.0,396.0,14.5,3.5,76.7,235.0,320.0,180.6,539.0,100g,100,每100克可食部,
固体桔子饮料,,固体饮料,,100.0,391.0,0.2,0.0,97.5,3.0,3.0,10.7,54.0,100g,100,每100克可食部,
可可粉,,固体饮料,,100.0,349.0,20.9,8.4,54.5,360.0,623.0,23.0,74.0,100g,100,每100克可食部,
麦乳精,,固体饮料,,100.0,429.0,8.5,9.7,77.0,355.0,218.0,177.8,145.0,100g,100,每100克可食部,
山楂晶,,固体饮料,,100.0,386.0,0.1,0.2,95.9,32.0,3.0,57.7,37.0,100g,100,每100克可食部,
酸梅晶,,固体饮料,,100.0,394.0,0.2,0.0,98.4,50.0,4.0,11.5,29.0,100g,100,每100克可食部,
鲜桔晶,,固体饮料,,100.0,385.0,0.3,0.0,95.9,1.0,2.0,6.2,24.0,100g,100,每100克可食部,
猕猴桃晶,,固体饮料,,100.0,390.0,0.4,0.0,97.1,96.0,4.0,2.2,28.0,100g,100,每100克可食部,
橘子晶,,固体饮料,,100.0,390.0,0.2,0.4,96.5,3.0,0.0,33.0,14.0,100g,100,每100克可食部,
冰棍,,棒冰、冰淇淋类,,100.0,47.0,0.8,0.2,10.5,0.0,13.0,20.4,31.0,100g,100,每100克可食部,
冰砖,,棒冰、冰淇淋类,,100.0,153.0,2.9,6.8,20.0,141.0,72.0,43.5,140.0,100g,100,每100克可食部,
冰淇淋,,棒冰、冰淇淋类,,100.0,127.0,2.4,5.3,17.3,125.0,67.0,54.2,126.0,100g,100,每100克可食部,
大雪糕,,棒冰、冰淇淋类,,100.0,74.0,2.2,0.9,14.3,42.0,34.0,83.5,80.0,100g,100,每100克可食部,
三明治冰激淋,,棒冰、冰淇淋类,,100.0,169.0,7.4,5.6,22.2,162.0,79.0,179.5,196.0,100g,100,每100克可食部,
双棒雪糕,,棒冰、冰淇淋类,,100.0,137.0,2.3,3.6,23.9,94.0,21.0,51.1,100.0,100g,100,每100克可食部,
娃娃头,,棒冰、冰淇淋类,,100.0,215.0,9.8,8.6,24.6,57.0,130.0,199.8,147.0,100g,100,每100克可食部,
紫雪糕,,棒冰、冰淇淋类,,100.0,228.0,2.6,13.7,23.6,124.0,64.0,65.9,168.0,100g,100,每100克可食部,
红景天饮料,,饮料类其他,,100.0,33.0,0.0,0.0,8.2,1.0,84.0,10.3,1.0,100g,100,每100克可食部,
啤酒（均值）,,发酵酒,,100.0,33.0,0.4,0.0,0.0,47.0,12.0,11.4,13.0,100g,100,每100克可食部,
北京啤酒,,发酵酒,,100.0,32.0,0.4,0.0,0.0,85.0,2.0,0.0,0.0,100g,100,每100克可食部,
北京特制啤酒（6度）,,发酵酒,,100.0,35.0,0.4,0.0,0.0,25.0,7.0,2.5,0.0,100g,100,每100克可食部,
楚天啤酒（2.6度）,,发酵酒,,100.0,16.0,0.4,0.0,0.0,21.0,13.0,2.6,6.0,100g,100,每100克可食部,
酒泉啤酒,,发酵酒,,100.0,28.0,0.4,0.0,0.0,4.0,9.0,0.0,11.0,100g,100,每100克可食部,
麦饭石啤酒,,发酵酒,,100.0,25.0,0.5,0.0,0.0,97.0,0.0,44.9,67.0,100g,100,每100克可食部,
美雪啤酒,,发酵酒,,100.0,34.0,0.4,0.0,0.0,97.0,0.0,14.2,0.0,100g,100,每100克可食部,
秦海啤酒,,发酵酒,,100.0,36.0,0.5,0.0,0.0,117.0,0.0,24.9,0.0,100g,100,每100克可食部,
清爽型啤酒（6度）,,发酵酒,,100.0,35.0,0.4,0.0,0.0,25.0,6.0,4.3,4.0,100g,100,每100克可食部,
特制啤酒（5度）,,发酵酒,,100.0,30.0,0.4,0.0,0.0,25.0,6.0,4.3,4.0,100g,100,每100克可食部,
维生素C啤酒,,发酵酒,,100.0,77.0,0.3,0.0,0.0,29.0,12.0,1.7,2.0,100g,100,每100克可食部,
武汉啤酒（3.2度）,,发酵酒,,100.0,19.0,0.3,0.0,0.0,26.0,22.0,0.9,7.0,100g,100,每100克可食部,
五星啤酒,,发酵酒,,100.0,32.0,0.3,0.0,0.0,75.0,0.0,25.0,0.0,100g,100,每100克可食部,
行吟阁啤酒（3.2度）,,发酵酒,,100.0,19.0,0.3,0.0,0.0,21.0,15.0,4.2,0.0,100g,100,每100克可食部,
葡萄酒（均值）,,发酵酒,,100.0,73.0,0.1,0.0,0.0,33.0,3.0,1.6,21.0,100g,100,每100克可食部,
白葡萄酒,,发酵酒,,100.0,66.0,0.1,0.0,0.0,35.0,2.0,1.6,18.0,100g,100,每100克可食部,
红葡萄酒,,发酵酒,,100.0,74.0,0.1,0.0,0.0,27.0,4.0,1.7,20.0,100g,100,每100克可食部,
玫瑰香葡萄酒（15度）,,发酵酒,,100.0,85.0,0.1,0.0,0.0,38.0,6.0,1.1,31.0,100g,100,每100克可食部,
黄酒,,发酵酒,,100.0,66.0,1.6,0.0,0.0,26.0,21.0,5.2,41.0,100g,100,每100克可食部,
贡米佳酿（14度）,,发酵酒,,100.0,79.0,0.0,0.0,0.0,49.0,26.0,0.0,90.0,100g,100,每100克可食部,
加饭黄酒,,发酵酒,,100.0,37.0,1.6,0.0,0.0,2.0,29.0,1.5,12.0,100g,100,每100克可食部,
江米酒,,发酵酒,,100.0,91.0,1.6,0.0,0.0,0.0,9.0,1.0,16.0,100g,100,每100克可食部,
糯香酒（6.4度）,,发酵酒,,100.0,36.0,0.0,0.0,0.0,7.0,12.0,1.3,9.0,100g,100,每100克可食部,
善酿酒,,发酵酒,,100.0,99.0,2.0,0.0,0.0,1.0,0.0,0.4,0.0,100g,100,每100克可食部,
